"age","hours","listen_work","play_instrument","composer","bpm","foreign","fav_classical","fav_pop","fav_rock","fav_other","anxiety","depression","insomnia"
22,4,1,1,0,141,0,0,0,0,1,9,10,6
49,0.5,0,0,0,114,0,1,0,0,0,3,2,2
20,8,1,0,0,148,1,0,0,1,0,6,2,2
55,15,1,0,0,156,0,0,0,1,0,2,0,3
48,1.5,1,1,0,185,0,0,0,0,1,10,8,0
14,2,1,1,0,114,1,0,0,0,1,4,4,2
18,3,1,1,0,120,1,0,1,0,0,7,8,6
25,1,1,0,0,80,1,0,1,0,0,7,6,5
71,0.25,1,0,0,NA,1,0,0,0,1,1,0,0
60,1,0,1,1,NA,0,0,0,0,1,6,2,8
18,1,1,0,1,116,0,0,0,0,1,4,5,7
19,5,1,0,0,99,1,0,0,0,1,10,7,0
74,1,0,0,0,129,0,0,1,0,0,4,2,1
36,1,1,0,0,131,0,0,0,0,1,7,6,2
14,7,1,0,0,95,1,0,0,0,1,3,2,8
20,3,0,1,1,80,1,0,0,0,1,10,7,4
15,3,1,0,0,204,1,0,0,0,1,4,0,0
19,7,1,0,0,128,0,0,0,1,0,7,7,0
29,8,1,0,0,140,1,0,0,0,1,6,7,4
24,2,1,0,0,159,0,0,0,0,1,7,6,2
18,2,1,0,0,104,1,0,1,0,0,6,5,8
21,2,1,0,0,97,1,0,0,1,0,10,10,2
19,2,1,0,0,80,1,0,0,0,1,7,6,5
25,4,0,0,0,134,1,0,0,0,1,3,0,0
28,8,1,0,0,NA,1,0,0,1,0,8,2,1
27,4,1,0,0,135,0,0,0,0,1,7,6,6
60,1,0,0,0,129,0,0,0,1,0,3,2,5
25,5,0,0,0,NA,1,0,0,0,1,8,2,1
60,2,1,0,0,NA,0,0,0,1,0,7,7,2
43,1,0,0,0,110,0,0,0,0,1,5,1,1
51,5,1,0,0,180,0,0,0,1,0,1,2,1
63,8,1,0,0,70,0,0,0,1,0,2,1,2
64,2,1,0,0,NA,0,1,0,0,0,5,2,4
22,2,1,0,0,NA,0,0,1,0,0,7,2,1
24,1,1,0,0,103,1,0,0,0,1,10,10,7
19,8,1,0,0,99,1,0,1,0,0,7,2,1
56,8,1,0,0,117,0,0,1,0,0,6,4,1
20,1,0,0,0,102,0,0,0,0,1,5,9,6
19,1,1,1,0,127,0,0,0,0,1,7,5,7
20,8,1,0,0,93,1,0,0,0,1,7,6,7
60,2,1,0,0,NA,0,0,0,1,0,0,0,0
65,6,1,0,0,146,1,0,0,0,1,3,5,0
28,3,0,1,1,0,1,0,0,0,1,8,8,5
18,4,1,1,0,150,1,0,0,0,1,8,7,10
42,2,1,0,0,85,1,0,0,1,0,2,4,5
80,3,1,1,0,122,0,1,0,0,0,7,3,9
22,4,0,0,1,NA,0,0,1,0,0,8,7,4
56,2,0,0,0,120,1,0,0,0,1,0,0,0
20,1,1,0,0,120,1,0,1,0,0,8,6,9
15,1,1,0,0,150,1,0,0,0,1,4,2,3
67,1,0,0,0,NA,0,0,0,1,0,3,2,2
57,2,1,1,0,174,0,0,0,0,1,6,4,10
22,7,1,0,0,112,1,0,1,0,0,8,8,10
17,5,1,0,0,180,1,0,1,0,0,5,5,5
19,3,1,0,0,121,0,0,0,1,0,10,8,6
50,1,0,0,0,98,0,0,0,1,0,0,0,7
24,6,1,1,1,118,1,0,0,1,0,8,8,10
67,2,0,0,0,NA,0,0,0,1,0,8,2,0
18,3,1,1,1,135,0,0,0,0,1,7,8,4
20,1.5,1,0,0,NA,0,0,0,0,1,0,2,0
15,4,1,1,0,105,0,0,1,0,0,3,5,4
17,2,1,1,0,122,1,0,1,0,0,5,2,3
32,2,1,0,0,NA,0,0,0,0,1,6,1,0
18,2,0,0,0,136,1,0,0,0,1,6,3,4
18,1,1,1,1,165,0,0,0,1,0,5,6,8
18,3,1,0,0,130,1,0,0,0,1,8,4,7
19,3,1,0,0,NA,0,0,1,0,0,1,1,2
18,2,0,1,0,115,0,0,0,1,0,8,3,1
17,6,1,0,1,140,0,0,0,0,1,3,3,0
34,3,1,0,0,95,1,1,0,0,0,0,0,0
18,3,1,0,0,150,0,0,1,0,0,5,4,2
18,2,1,0,0,97,0,0,0,0,1,2,4,0
22,2,1,0,0,NA,0,0,0,0,1,4,6,0
18,2,1,0,1,NA,0,0,1,0,0,5,7,2
19,3,1,0,0,122,1,0,0,1,0,4,0,7
25,4,1,0,0,150,1,0,1,0,0,10,8,6
17,2,1,1,1,NA,0,0,0,0,1,3,3,1
25,5,1,1,0,125,0,0,0,1,0,8,7,2
18,2,1,0,0,96,0,0,0,0,1,3,3,0
21,1,NA,NA,NA,NA,NA,0,0,0,1,4,5,2
24,7,1,0,0,137,1,0,0,0,1,10,10,8
16,3,1,1,0,174,1,0,0,0,1,10,2,7
18,3,0,1,1,210,0,0,0,0,1,9,6,8
18,4,1,0,0,129,1,0,0,0,1,6,4,1
16,3,1,0,0,112,0,0,1,0,0,3,4,6
68,1,1,0,0,8,0,0,0,0,1,10,10,10
16,7,1,0,0,999999999,0,0,0,0,1,4,8,8
21,1,0,0,0,81,1,0,0,0,1,3,0,0
53,4,1,0,0,153,1,0,0,0,1,1,0,0
29,4,1,0,0,120,0,1,0,0,0,5,6,7
18,3,1,NA,0,89,1,0,0,0,1,7,0,3
29,2,1,0,0,NA,0,0,1,0,0,10,8,8
18,4,1,1,0,169,1,0,0,0,1,3,0,3
22,5,1,0,0,138,1,0,0,0,1,1,0,0
19,6,1,0,0,124,0,0,1,0,0,6,6,0
13,1,1,0,0,NA,0,0,0,0,1,4,3,4
26,1,0,0,0,192,0,0,1,0,0,6,4,0
14,3,1,0,0,76,0,0,0,1,0,2,6,3
27,1,1,0,0,119,1,0,1,0,0,8,3,3
26,8,0,0,0,172,1,0,0,1,0,8,10,7
59,1,0,1,0,79,0,0,0,1,0,1,0,0
30,8,1,1,1,112,0,0,0,1,0,8,6,6
27,1,1,0,0,130,1,0,1,0,0,6,3,1
18,1,0,1,0,116,1,0,0,0,1,2,0,3
23,10,1,1,1,165,1,0,0,0,1,0,0,0
18,10,1,1,1,110,0,0,0,1,0,10,10,6
40,5,1,0,0,174,1,0,0,1,0,3,0,0
24,10,1,0,0,180,1,0,0,1,0,7,9,10
23,2,1,1,0,171,1,1,0,0,0,8,7,6
56,6,1,0,0,NA,0,0,0,0,1,2,0,10
29,2,1,0,0,70,0,0,0,0,1,10,7,9
16,3,1,0,0,120,1,0,1,0,0,6,0,0
18,8,1,1,1,56,1,0,0,0,1,3,0,2
21,8,1,0,0,162,1,0,0,0,1,6,5,9
32,8,1,0,0,101,0,0,0,1,0,7,6,5
22,8,1,1,0,110,0,0,0,0,1,10,7,8
17,12,1,1,0,172,0,0,0,0,1,0,3,9
18,6,1,0,0,90,1,0,0,0,1,0,2,1
18,4,1,1,0,135,1,0,0,0,1,2,0,0
24,8,1,0,0,81,0,0,0,0,1,2,2,4
21,2,0,0,0,170,0,0,1,0,0,5,6,3
46,1,0,0,0,120,0,0,0,1,0,0,0,1
18,2,1,1,0,90,0,0,0,0,1,5,4,3
16,3,1,1,0,115,1,0,0,0,1,2,7,0
21,1,1,0,0,NA,1,0,0,0,1,0,6,0
19,0,0,0,0,NA,1,1,0,0,0,0,0,0
20,2,1,1,1,NA,1,0,0,0,1,7,5,1
21,0.1,1,1,0,NA,1,0,0,0,1,7,5,3
56,2,1,0,0,220,1,0,0,1,0,3,3,1
21,12,1,0,0,160,1,0,0,1,0,7,10,4
20,1,1,0,0,121,0,0,1,0,0,3,2,3
21,1,1,0,0,105,0,0,0,1,0,5,1,1
25,3,1,0,0,110,0,0,0,1,0,8,9,4
33,2,1,0,0,134,1,0,0,0,1,4,8,0
20,2,1,0,0,148,1,0,0,1,0,7,9,7
17,3,1,1,0,120,0,0,0,1,0,1,5,6
24,1,0,0,0,122,1,0,0,0,1,3,2,1
26,3,1,1,1,90,1,0,0,0,1,6,8,0
17,3,1,0,0,122,0,0,0,1,0,6,3,6
16,5,1,1,1,129,1,0,0,0,1,7,4,8
27,8,1,0,0,132,0,0,0,0,1,2,6,9
28,4,1,0,0,178,1,0,0,0,1,8,5,3
48,5,1,0,1,NA,1,0,0,1,0,3,3,0
19,3,1,0,0,115,1,0,0,0,1,7,5,3
21,4,1,0,0,137,1,0,0,1,0,4,8,2
21,1,1,1,0,92,0,1,0,0,0,3,0,0
15,4,1,0,0,140,1,0,0,0,1,10,7,3
20,1,0,0,0,130,1,0,0,1,0,10,4,8
21,2,1,1,0,NA,1,0,0,0,1,2,2,0
22,6,1,0,0,63,0,0,0,0,1,8,7,7
22,2,0,0,0,119,0,0,0,1,0,10,5,2
31,1,1,0,0,NA,0,0,0,1,0,9,10,10
20,4,1,1,0,180,0,0,0,0,1,5,2,1
49,8,1,1,1,68,0,1,0,0,0,4,8,9
42,2,1,0,0,85,1,0,0,0,1,7,8,5
26,2,1,0,0,128,1,0,0,0,1,2,2,0
17,10,1,0,1,150,1,0,0,0,1,10,3,0
30,0,0,0,0,0,0,0,0,0,1,10,10,10
23,6,1,0,0,92,1,0,0,0,1,3,7,7
30,3,1,0,0,121,1,0,0,0,1,7,5,7
31,2,1,0,0,155,1,0,0,0,1,7,4,8
42,0.25,0,1,0,150,1,1,0,0,0,7,9,4
16,4,1,0,0,624,1,0,0,0,1,4,7,1
34,2,0,0,0,136,0,0,0,0,1,5,9,9
21,2,1,0,0,121,0,0,1,0,0,5,4,10
27,3,1,0,0,113,0,0,1,0,0,7,2,0
18,6,1,0,0,80,1,0,0,0,1,8,6,0
26,3,0,0,0,140,0,0,0,0,1,1,3,10
37,2,1,0,0,100,0,0,0,1,0,8,10,10
26,5,1,1,0,92,1,0,0,0,1,4,7,6
19,4,0,0,0,120,1,0,1,0,0,9,6,3
22,4,1,0,0,93,0,0,0,1,0,10,7,4
43,0,0,0,0,NA,0,0,0,1,0,1,2,2
24,12,1,1,1,136,0,0,0,1,0,7,10,0
21,0.5,0,0,0,108,0,0,1,0,0,10,2,1
28,1,1,0,0,147,0,0,0,1,0,2,1,2
23,3,1,0,0,93,1,0,0,0,1,3,10,0
20,12,0,0,0,98,1,0,0,1,0,7,10,2
17,4,1,1,1,120,0,0,0,0,1,4,2,0
19,3,1,0,0,130,0,0,0,0,1,4,2,5
32,1,1,0,0,218,1,0,0,0,1,6,8,7
18,4,0,0,0,123,1,0,0,0,1,8,6,4
20,2,1,1,1,135,0,0,0,1,0,2,2,0
27,3,1,0,0,105,1,0,0,1,0,8,7,9
15,3,1,1,0,132,NA,0,0,1,0,4,3,5
26,1,1,0,0,NA,1,0,0,1,0,6,1,0
24,2,1,0,0,115,1,0,1,0,0,6,6,3
20,1,1,0,0,120,1,0,0,0,1,8,7,1
21,0.5,1,0,0,NA,1,0,1,0,0,5,3,4
16,2,1,0,0,149,0,0,0,0,1,6,2,4
21,11,1,1,1,125,1,0,0,0,1,5,6,6
27,10,1,1,1,132,1,0,0,0,1,6,10,8
17,5,1,1,0,110,0,0,0,1,0,7,3,9
21,1.5,1,1,0,110,1,1,0,0,0,4,6,0
17,2,1,0,0,116,1,0,0,0,1,9,4,0
21,3,0,0,0,145,1,0,0,0,1,9,7,7
17,2,0,0,1,NA,0,0,0,1,0,5,10,2
36,3,1,0,0,105,1,0,0,0,1,1,0,1
18,4,0,0,0,80,1,0,0,0,1,8,7,2
18,1,0,0,0,100,1,0,0,0,1,5,1,4
18,5,1,1,0,73,1,0,0,0,1,10,6,0
18,2,1,0,0,80,0,0,0,0,1,7,5,5
18,7,1,0,0,NA,1,0,0,0,1,3,1,0
18,2,1,0,0,NA,1,0,0,0,1,5,8,7
18,1,1,0,0,120,0,1,0,0,0,2,0,0
18,1,0,1,0,117,0,1,0,0,0,7,0,0
18,4,1,0,0,NA,0,0,0,0,1,8,0,0
20,6,1,0,0,89,1,0,0,0,1,4,1,1
19,3,1,0,0,115,0,0,0,0,1,3,8,0
17,4,1,0,0,144,0,0,0,0,1,7,0,2
23,4,1,0,0,105,1,0,0,0,1,10,8,10
18,1,1,1,1,114,0,0,1,0,0,7,1,1
19,2,1,1,0,145,1,0,1,0,0,5,9,1
89,24,1,1,1,143,0,0,0,0,1,0,0,0
20,5,1,1,1,128,1,0,0,0,1,10,6,3
16,3,0,1,0,90,1,0,0,1,0,7,3.5,3.5
17,4,1,1,1,110,1,0,0,0,1,2,0,0
16,9,1,0,0,130,1,0,0,0,1,10,10,10
20,1,1,0,0,NA,1,0,1,0,0,8,9,6
30,1,1,1,0,115,1,0,0,1,0,9,7,8
37,2,1,0,0,186,0,0,0,0,1,6,4,5
44,1.5,0,0,0,99,0,0,0,0,1,8,5,9
21,2,1,1,0,150,1,0,0,0,1,3,7,0
19,4,1,1,0,149,0,0,1,0,0,9,1,0
23,1,1,1,0,NA,1,0,0,1,0,8,6,1
26,1,0,0,0,120,0,0,0,0,1,4,1,1
18,3,1,0,0,140,1,0,0,0,1,6,5,3
35,4,1,1,1,90,0,0,0,0,1,7,8,6
16,8,1,1,1,120,0,0,0,1,0,8,9,5
19,5,1,0,0,210,1,0,0,0,1,8,6,7
23,3,1,0,0,NA,0,0,0,1,0,10,5,2
17,8,1,0,0,95,1,0,1,0,0,5,2,4
29,1,0,0,0,163,0,0,0,0,1,9,3,2
21,4,1,1,1,97,0,0,1,0,0,4,6,3
17,1,0,0,0,137,1,0,0,0,1,9,8,4
23,2,0,0,0,NA,1,0,0,1,0,5,7,10
17,1,1,1,0,70,1,0,0,0,1,8,3,9
22,3,1,0,0,150,1,0,0,0,1,10,10,6
17,5,1,0,0,168,0,0,0,0,1,7,7,5
19,5,1,1,0,163,1,0,1,0,0,10,8,1
19,4,1,0,0,140,1,0,1,0,0,8,6,2
16,6,1,0,0,105,1,0,1,0,0,10,7,6
19,6,1,0,0,78,1,0,1,0,0,6,6,8
13,1,1,0,0,128,0,0,0,0,1,10,10,8
18,18,1,0,0,90,0,0,0,0,1,9,8,5
26,1,1,0,0,136,1,0,0,0,1,0,0,0
14,7,1,1,0,108,0,0,0,0,1,7,3,1
21,0.5,0,0,0,95,0,0,1,0,0,6,2,2
21,2,1,0,0,147,1,0,0,0,1,7,6,4
17,2,1,1,0,120,1,0,0,1,0,7,6,0
18,1,1,1,0,160,1,0,1,0,0,3,2,2
19,6,1,0,1,120,0,0,0,0,1,2,2,2
19,5,1,1,0,170,0,1,0,0,0,2,3,2
29,2,1,0,0,98,1,0,0,0,1,2,2,2
